Fecha de Llegada;Tipo de Avi—n
9/05/2023 4:40;Grande
9/05/2023 4:54;Mediano
9/05/2023 5:04;Mediano
9/05/2023 5:14;Mediano
9/05/2023 5:24;Mediano
9/05/2023 5:38;Mediano
9/05/2023 5:51;Grande
9/05/2023 6:02;Mediano
9/05/2023 6:05;Mediano
9/05/2023 6:28;Mediano
9/05/2023 6:32;Grande
9/05/2023 6:32;Mediano
9/05/2023 6:34;Mediano
9/05/2023 6:38;Mediano
9/05/2023 6:57;Mediano
9/05/2023 7:01;Mediano
9/05/2023 7:24;Mediano
9/05/2023 7:36;Grande
9/05/2023 7:44;Grande
9/05/2023 7:46;Grande
9/05/2023 7:46;Grande
9/05/2023 8:02;Grande
9/05/2023 8:04;Peque–o
9/05/2023 8:11;Mediano
9/05/2023 8:19;Mediano
9/05/2023 8:35;Grande
9/05/2023 8:36;Grande
9/05/2023 8:38;Mediano
9/05/2023 8:47;Mediano
9/05/2023 8:48;Grande
9/05/2023 8:50;Mediano
9/05/2023 8:53;Mediano
9/05/2023 8:56;Mediano
9/05/2023 8:56;Mediano
9/05/2023 9:13;Grande
9/05/2023 9:25;Grande
9/05/2023 9:29;Mediano
9/05/2023 9:33;Grande
9/05/2023 9:44;Mediano
9/05/2023 9:44;Mediano
9/05/2023 9:54;Grande
9/05/2023 9:57;Grande
9/05/2023 10:05;Mediano
9/05/2023 10:19;Mediano
9/05/2023 10:34;Grande
9/05/2023 10:49;Mediano
9/05/2023 10:51;Mediano
9/05/2023 10:52;Mediano
9/05/2023 10:54;Mediano
9/05/2023 10:56;Mediano
9/05/2023 11:06;Mediano
9/05/2023 11:10;Mediano
9/05/2023 11:14;Mediano
9/05/2023 11:17;Mediano
9/05/2023 11:21;Mediano
9/05/2023 11:25;Grande
9/05/2023 11:28;Mediano
9/05/2023 11:32;Peque–o
9/05/2023 11:35;Peque–o
9/05/2023 11:39;Mediano
9/05/2023 11:43;Mediano
9/05/2023 11:48;Grande
9/05/2023 11:51;Mediano
9/05/2023 11:54;Peque–o
9/05/2023 11:58;Mediano
9/05/2023 12:01;Grande
9/05/2023 12:05;Grande
9/05/2023 12:09;Mediano
9/05/2023 12:13;Grande
9/05/2023 12:16;Mediano
9/05/2023 12:20;Mediano
9/05/2023 12:23;Mediano
9/05/2023 12:27;Peque–o
9/05/2023 12:30;Grande
9/05/2023 12:33;Mediano
9/05/2023 12:37;Mediano
9/05/2023 12:40;Mediano
9/05/2023 12:44;Mediano
9/05/2023 12:48;Grande
9/05/2023 12:51;Grande
9/05/2023 12:56;Peque–o
9/05/2023 13:00;Grande
9/05/2023 13:04;Grande
9/05/2023 13:07;Grande
9/05/2023 13:11;Mediano
9/05/2023 13:15;Mediano
9/05/2023 13:18;Grande
9/05/2023 13:22;Mediano
9/05/2023 13:25;Grande
9/05/2023 13:29;Grande
9/05/2023 13:32;Mediano
9/05/2023 13:36;Mediano
9/05/2023 13:39;Peque–o
9/05/2023 13:42;Mediano
9/05/2023 13:46;Mediano
9/05/2023 13:50;Mediano
9/05/2023 13:53;Mediano
9/05/2023 13:57;Mediano
9/05/2023 14:00;Mediano
9/05/2023 14:04;Mediano
9/05/2023 14:08;Peque–o
9/05/2023 14:11;Mediano
9/05/2023 14:14;Peque–o
9/05/2023 14:18;Mediano
9/05/2023 14:23;Mediano
9/05/2023 14:27;Grande
9/05/2023 14:31;Grande
9/05/2023 14:35;Grande
9/05/2023 14:38;Mediano
9/05/2023 14:41;Mediano
9/05/2023 14:45;Mediano
9/05/2023 14:48;Mediano
9/05/2023 14:51;Grande
9/05/2023 14:54;Mediano
9/05/2023 14:58;Mediano
9/05/2023 15:03;Mediano
9/05/2023 15:06;Peque–o
9/05/2023 15:23;Grande
9/05/2023 15:27;Mediano
9/05/2023 15:28;Mediano
9/05/2023 15:39;Grande
9/05/2023 15:43;Mediano
9/05/2023 15:45;Grande
9/05/2023 15:51;Mediano
9/05/2023 16:01;Mediano
9/05/2023 16:12;Grande
9/05/2023 16:23;Peque–o
9/05/2023 16:30;Mediano
9/05/2023 16:32;Mediano
9/05/2023 16:34;Grande
9/05/2023 16:35;Grande
9/05/2023 16:48;Mediano
9/05/2023 16:57;Mediano
9/05/2023 16:58;Mediano
9/05/2023 17:06;Mediano
9/05/2023 17:06;Mediano
9/05/2023 17:29;Mediano
9/05/2023 17:36;Grande
9/05/2023 17:40;Mediano
9/05/2023 17:44;Mediano
9/05/2023 17:47;Grande
9/05/2023 17:57;Mediano
9/05/2023 17:59;Grande
9/05/2023 18:02;Grande
9/05/2023 18:15;Grande
9/05/2023 18:17;Mediano
9/05/2023 18:18;Peque–o
9/05/2023 18:34;Peque–o
9/05/2023 18:36;Mediano
9/05/2023 18:47;Grande
9/05/2023 18:57;Grande
9/05/2023 18:59;Mediano
9/05/2023 18:59;Mediano
9/05/2023 18:59;Mediano
9/05/2023 19:02;Mediano
9/05/2023 19:09;Grande
9/05/2023 19:19;Grande
9/05/2023 19:21;Mediano
9/05/2023 19:34;Mediano
9/05/2023 19:44;Mediano
9/05/2023 19:47;Mediano
9/05/2023 19:54;Peque–o
9/05/2023 19:54;Grande
9/05/2023 20:14;Mediano
9/05/2023 20:15;Mediano
9/05/2023 20:42;Mediano
9/05/2023 20:46;Grande
9/05/2023 20:50;Mediano
9/05/2023 20:58;Mediano
9/05/2023 20:59;Grande
9/05/2023 21:04;Mediano
9/05/2023 21:16;Mediano
9/05/2023 21:27;Grande
9/05/2023 21:41;Mediano
9/05/2023 21:53;Mediano
9/05/2023 22:01;Mediano
9/05/2023 22:13;Grande
9/05/2023 22:27;Mediano
9/05/2023 22:38;Mediano
9/05/2023 22:48;Mediano
9/05/2023 23:03;Grande
9/05/2023 23:18;Mediano
9/05/2023 23:29;Peque–o
9/05/2023 23:41;Mediano
9/05/2023 23:56;Mediano
10/05/2023 0:06;Grande
10/05/2023 0:17;Mediano
10/05/2023 0:26;Mediano
10/05/2023 0:36;Grande
10/05/2023 0:47;Mediano
10/05/2023 1:01;Peque–o
10/05/2023 1:12;Mediano
10/05/2023 1:20;Mediano
10/05/2023 1:30;Grande
10/05/2023 1:43;Mediano
10/05/2023 1:55;Mediano
10/05/2023 2:09;Grande
10/05/2023 2:22;Mediano
10/05/2023 2:30;Peque–o
10/05/2023 2:38;Peque–o
10/05/2023 2:47;Grande
10/05/2023 2:54;Mediano
10/05/2023 3:09;Mediano
10/05/2023 3:23;Grande
10/05/2023 3:35;Mediano
10/05/2023 3:45;Grande
10/05/2023 3:57;Mediano
10/05/2023 4:09;Mediano
10/05/2023 4:20;Mediano
10/05/2023 4:27;Mediano
10/05/2023 4:42;Grande
10/05/2023 4:51;Peque–o
10/05/2023 5:00;Peque–o
10/05/2023 5:13;Mediano
10/05/2023 5:20;Grande
10/05/2023 5:35;Mediano
10/05/2023 5:45;Mediano
10/05/2023 5:58;Mediano
10/05/2023 6:11;Mediano
10/05/2023 6:18;Mediano
10/05/2023 6:19;Mediano
10/05/2023 6:23;Mediano
10/05/2023 6:28;Grande
10/05/2023 6:30;Grande
10/05/2023 6:38;Grande
10/05/2023 6:41;Mediano
10/05/2023 6:44;Mediano
10/05/2023 6:58;Mediano
10/05/2023 7:00;Mediano
10/05/2023 7:12;Mediano
10/05/2023 7:18;Grande
10/05/2023 7:19;Mediano
10/05/2023 7:24;Mediano
10/05/2023 7:41;Mediano
10/05/2023 7:43;Mediano
10/05/2023 7:44;Grande
10/05/2023 7:53;Mediano
10/05/2023 7:55;Grande
10/05/2023 8:19;Mediano
10/05/2023 8:41;Grande
10/05/2023 8:44;Mediano
10/05/2023 8:49;Mediano
10/05/2023 8:50;Grande
10/05/2023 9:00;Mediano
10/05/2023 9:04;Mediano
10/05/2023 9:09;Mediano
10/05/2023 9:14;Grande
10/05/2023 9:14;Mediano
10/05/2023 9:42;Peque–o
10/05/2023 9:47;Grande
10/05/2023 9:47;Mediano
10/05/2023 9:49;Mediano
10/05/2023 9:51;Mediano
10/05/2023 9:51;Mediano
10/05/2023 10:01;Mediano
10/05/2023 10:02;Mediano
10/05/2023 10:17;Peque–o
10/05/2023 10:28;Grande
10/05/2023 10:38;Peque–o
10/05/2023 10:54;Peque–o
10/05/2023 10:57;Mediano
10/05/2023 11:02;Grande
10/05/2023 11:06;Peque–o
10/05/2023 11:10;Mediano
10/05/2023 11:14;Peque–o
10/05/2023 11:17;Grande
10/05/2023 11:21;Peque–o
10/05/2023 11:24;Peque–o
10/05/2023 11:28;Grande
10/05/2023 11:31;Mediano
10/05/2023 11:35;Grande
10/05/2023 11:39;Grande
10/05/2023 11:43;Mediano
10/05/2023 11:47;Peque–o
10/05/2023 11:50;Grande
10/05/2023 11:53;Grande
10/05/2023 11:57;Mediano
10/05/2023 12:01;Mediano
10/05/2023 12:04;Peque–o
10/05/2023 12:08;Mediano
10/05/2023 12:13;Mediano
10/05/2023 12:17;Mediano
10/05/2023 12:21;Mediano
10/05/2023 12:25;Grande
10/05/2023 12:29;Mediano
10/05/2023 12:32;Mediano
10/05/2023 12:35;Mediano
10/05/2023 12:39;Mediano
10/05/2023 12:42;Peque–o
10/05/2023 12:45;Mediano
10/05/2023 12:49;Grande
10/05/2023 12:53;Mediano
10/05/2023 12:58;Grande
10/05/2023 13:01;Grande
10/05/2023 13:06;Grande
10/05/2023 13:09;Mediano
10/05/2023 13:13;Grande
10/05/2023 13:16;Mediano
10/05/2023 13:19;Mediano
10/05/2023 13:23;Mediano
10/05/2023 13:27;Mediano
10/05/2023 13:31;Mediano
10/05/2023 13:35;Grande
10/05/2023 13:38;Mediano
10/05/2023 13:42;Mediano
10/05/2023 13:45;Mediano
10/05/2023 13:49;Mediano
10/05/2023 13:53;Mediano
10/05/2023 13:56;Grande
10/05/2023 14:00;Mediano
10/05/2023 14:04;Peque–o
10/05/2023 14:07;Grande
10/05/2023 14:10;Mediano
10/05/2023 14:14;Grande
10/05/2023 14:18;Grande
10/05/2023 14:22;Mediano
10/05/2023 14:26;Mediano
10/05/2023 14:30;Grande
10/05/2023 14:34;Mediano
10/05/2023 14:38;Grande
10/05/2023 14:42;Grande
10/05/2023 14:45;Mediano
10/05/2023 14:49;Mediano
10/05/2023 14:52;Mediano
10/05/2023 14:56;Mediano
10/05/2023 15:00;Mediano
10/05/2023 15:00;Grande
10/05/2023 15:05;Mediano
10/05/2023 15:10;Grande
10/05/2023 15:10;Mediano
10/05/2023 15:15;Mediano
10/05/2023 15:19;Mediano
10/05/2023 15:27;Mediano
10/05/2023 15:34;Mediano
10/05/2023 15:34;Grande
10/05/2023 15:37;Mediano
10/05/2023 15:38;Mediano
10/05/2023 15:39;Mediano
10/05/2023 15:42;Grande
10/05/2023 15:48;Mediano
10/05/2023 15:59;Mediano
10/05/2023 16:20;Mediano
10/05/2023 16:27;Mediano
10/05/2023 16:48;Mediano
10/05/2023 16:55;Mediano
10/05/2023 17:00;Grande
10/05/2023 17:00;Grande
10/05/2023 17:04;Grande
10/05/2023 17:07;Grande
10/05/2023 17:14;Grande
10/05/2023 17:24;Peque–o
10/05/2023 17:27;Mediano
10/05/2023 17:29;Mediano
10/05/2023 17:33;Grande
10/05/2023 17:36;Grande
10/05/2023 17:49;Mediano
10/05/2023 17:58;Mediano
10/05/2023 18:01;Grande
10/05/2023 18:08;Mediano
10/05/2023 18:10;Mediano
10/05/2023 18:17;Mediano
10/05/2023 18:17;Mediano
10/05/2023 18:19;Grande
10/05/2023 18:33;Grande
10/05/2023 18:44;Mediano
10/05/2023 19:21;Grande
10/05/2023 19:24;Mediano
10/05/2023 19:24;Mediano
10/05/2023 19:27;Grande
10/05/2023 19:33;Grande
10/05/2023 19:34;Mediano
10/05/2023 19:45;Mediano
10/05/2023 19:48;Grande
10/05/2023 19:50;Mediano
10/05/2023 19:58;Mediano
10/05/2023 20:04;Mediano
10/05/2023 20:06;Mediano
10/05/2023 20:12;Mediano
10/05/2023 20:12;Mediano
10/05/2023 20:21;Mediano
10/05/2023 20:27;Mediano
10/05/2023 20:28;Mediano
10/05/2023 20:31;Mediano
10/05/2023 20:32;Grande
10/05/2023 20:36;Mediano
10/05/2023 21:00;Peque–o
10/05/2023 21:11;Peque–o
10/05/2023 21:20;Mediano
10/05/2023 21:30;Mediano
10/05/2023 21:41;Grande
10/05/2023 21:51;Mediano
10/05/2023 22:05;Peque–o
10/05/2023 22:17;Mediano
10/05/2023 22:28;Grande
10/05/2023 22:43;Grande
10/05/2023 22:53;Mediano
10/05/2023 23:04;Grande
10/05/2023 23:15;Mediano
10/05/2023 23:27;Mediano
10/05/2023 23:36;Mediano
10/05/2023 23:47;Peque–o
10/05/2023 23:55;Grande
11/05/2023 0:07;Mediano
11/05/2023 0:18;Mediano
11/05/2023 0:30;Mediano
11/05/2023 0:41;Mediano
11/05/2023 0:55;Grande
11/05/2023 1:04;Grande
11/05/2023 1:17;Peque–o
11/05/2023 1:30;Grande
11/05/2023 1:38;Grande
11/05/2023 1:46;Grande
11/05/2023 1:55;Mediano
11/05/2023 2:07;Mediano
11/05/2023 2:17;Grande
11/05/2023 2:26;Mediano
11/05/2023 2:39;Grande
11/05/2023 2:49;Grande
11/05/2023 3:00;Mediano
11/05/2023 3:13;Mediano
11/05/2023 3:24;Peque–o
11/05/2023 3:31;Mediano
11/05/2023 3:44;Mediano
11/05/2023 3:52;Mediano
11/05/2023 4:00;Mediano
11/05/2023 4:14;Mediano
11/05/2023 4:25;Mediano
11/05/2023 4:39;Mediano
11/05/2023 4:51;Peque–o
11/05/2023 4:58;Mediano
11/05/2023 5:11;Peque–o
11/05/2023 5:20;Mediano
11/05/2023 5:32;Mediano
11/05/2023 5:46;Grande
11/05/2023 6:00;Grande
11/05/2023 6:03;Grande
11/05/2023 6:25;Mediano
11/05/2023 6:35;Mediano
11/05/2023 6:44;Mediano
11/05/2023 6:47;Mediano
11/05/2023 6:49;Grande
11/05/2023 6:50;Mediano
11/05/2023 6:51;Mediano
11/05/2023 6:51;Mediano
11/05/2023 6:54;Peque–o
11/05/2023 6:58;Grande
11/05/2023 7:05;Mediano
11/05/2023 7:13;Mediano
11/05/2023 7:15;Grande
11/05/2023 7:25;Mediano
11/05/2023 7:34;Grande
11/05/2023 7:39;Mediano
11/05/2023 7:54;Mediano
11/05/2023 8:00;Grande
11/05/2023 8:03;Peque–o
11/05/2023 8:10;Mediano
11/05/2023 8:20;Mediano
11/05/2023 8:32;Grande
11/05/2023 8:34;Grande
11/05/2023 8:38;Mediano
11/05/2023 8:46;Mediano
11/05/2023 8:48;Mediano
11/05/2023 8:49;Mediano
11/05/2023 8:51;Mediano
11/05/2023 9:04;Mediano
11/05/2023 9:06;Grande
11/05/2023 9:13;Mediano
11/05/2023 9:13;Mediano
11/05/2023 9:18;Grande
11/05/2023 9:27;Mediano
11/05/2023 9:46;Grande
11/05/2023 9:51;Grande
11/05/2023 9:57;Grande
11/05/2023 10:01;Mediano
11/05/2023 10:04;Peque–o
11/05/2023 10:06;Peque–o
11/05/2023 10:09;Mediano
11/05/2023 10:16;Grande
11/05/2023 10:22;Grande
11/05/2023 10:22;Mediano
11/05/2023 10:22;Mediano
11/05/2023 10:34;Mediano
11/05/2023 10:38;Mediano
11/05/2023 10:38;Grande
11/05/2023 10:43;Grande
11/05/2023 10:50;Mediano
11/05/2023 10:58;Mediano
11/05/2023 11:03;Mediano
11/05/2023 11:07;Mediano
11/05/2023 11:10;Peque–o
11/05/2023 11:14;Grande
11/05/2023 11:17;Mediano
11/05/2023 11:21;Mediano
11/05/2023 11:24;Mediano
11/05/2023 11:28;Grande
11/05/2023 11:32;Mediano
11/05/2023 11:36;Mediano
11/05/2023 11:39;Grande
11/05/2023 11:43;Mediano
11/05/2023 11:46;Mediano
11/05/2023 11:50;Grande
11/05/2023 11:54;Mediano
11/05/2023 11:57;Mediano
11/05/2023 12:01;Mediano
11/05/2023 12:05;Grande
11/05/2023 12:09;Mediano
11/05/2023 12:12;Mediano
11/05/2023 12:17;Mediano
11/05/2023 12:20;Grande
11/05/2023 12:24;Mediano
11/05/2023 12:27;Peque–o
11/05/2023 12:30;Mediano
11/05/2023 12:34;Mediano
11/05/2023 12:38;Grande
11/05/2023 12:41;Mediano
11/05/2023 12:45;Mediano
11/05/2023 12:48;Grande
11/05/2023 12:52;Mediano
11/05/2023 12:56;Peque–o
11/05/2023 13:00;Mediano
11/05/2023 13:04;Mediano
11/05/2023 13:07;Grande
11/05/2023 13:11;Mediano
11/05/2023 13:14;Mediano
11/05/2023 13:18;Grande
11/05/2023 13:22;Mediano
11/05/2023 13:26;Peque–o
11/05/2023 13:30;Peque–o
11/05/2023 13:34;Grande
11/05/2023 13:37;Mediano
11/05/2023 13:41;Mediano
11/05/2023 13:45;Grande
11/05/2023 13:50;Mediano
11/05/2023 13:53;Grande
11/05/2023 13:57;Mediano
11/05/2023 14:00;Mediano
11/05/2023 14:03;Mediano
11/05/2023 14:07;Mediano
11/05/2023 14:11;Grande
11/05/2023 14:14;Peque–o
11/05/2023 14:17;Peque–o
11/05/2023 14:21;Mediano
11/05/2023 14:25;Grande
11/05/2023 14:28;Mediano
11/05/2023 14:31;Mediano
11/05/2023 14:35;Mediano
11/05/2023 14:39;Mediano
11/05/2023 14:43;Mediano
11/05/2023 14:46;Mediano
11/05/2023 14:51;Mediano
11/05/2023 14:54;Grande
11/05/2023 14:58;Grande
11/05/2023 15:02;Grande
11/05/2023 15:13;Mediano
11/05/2023 15:20;Mediano
11/05/2023 15:25;Mediano
11/05/2023 15:45;Mediano
11/05/2023 15:48;Mediano
11/05/2023 16:08;Grande
11/05/2023 16:12;Mediano
11/05/2023 16:15;Mediano
11/05/2023 16:26;Mediano
11/05/2023 16:38;Mediano
11/05/2023 16:42;Grande
11/05/2023 16:42;Mediano
11/05/2023 16:59;Grande
11/05/2023 17:02;Mediano
11/05/2023 17:07;Grande
11/05/2023 17:15;Mediano
11/05/2023 17:26;Mediano
11/05/2023 17:26;Grande
11/05/2023 17:30;Mediano
11/05/2023 17:30;Mediano
11/05/2023 17:45;Mediano
11/05/2023 17:53;Grande
11/05/2023 18:00;Mediano
11/05/2023 18:01;Peque–o
11/05/2023 18:33;Grande
11/05/2023 18:51;Mediano
11/05/2023 18:55;Mediano
11/05/2023 19:06;Mediano
11/05/2023 19:08;Mediano
11/05/2023 19:16;Mediano
11/05/2023 19:20;Mediano
11/05/2023 19:35;Peque–o
11/05/2023 19:43;Grande
11/05/2023 20:00;Peque–o
11/05/2023 20:08;Peque–o
11/05/2023 20:09;Mediano
11/05/2023 20:20;Grande
11/05/2023 20:35;Peque–o
11/05/2023 20:49;Mediano
11/05/2023 20:53;Peque–o
11/05/2023 20:57;Grande
11/05/2023 21:04;Peque–o
11/05/2023 21:16;Peque–o
11/05/2023 21:26;Grande
11/05/2023 21:39;Mediano
11/05/2023 21:49;Grande
11/05/2023 21:57;Grande
11/05/2023 22:09;Mediano
11/05/2023 22:22;Peque–o
11/05/2023 22:37;Grande
11/05/2023 22:51;Grande
11/05/2023 23:00;Mediano
11/05/2023 23:09;Mediano
11/05/2023 23:18;Peque–o
11/05/2023 23:31;Mediano
11/05/2023 23:44;Mediano
11/05/2023 23:56;Mediano
12/05/2023 0:08;Mediano
12/05/2023 0:16;Grande
12/05/2023 0:26;Mediano
12/05/2023 0:37;Mediano
12/05/2023 0:47;Mediano
12/05/2023 0:57;Mediano
12/05/2023 1:10;Peque–o
12/05/2023 1:21;Mediano
12/05/2023 1:29;Grande
12/05/2023 1:39;Mediano
12/05/2023 1:47;Grande
12/05/2023 1:55;Grande
12/05/2023 2:03;Grande
12/05/2023 2:15;Mediano
12/05/2023 2:25;Grande
12/05/2023 2:34;Mediano
12/05/2023 2:49;Mediano
12/05/2023 2:59;Mediano
12/05/2023 3:08;Mediano
12/05/2023 3:17;Mediano
12/05/2023 3:27;Grande
12/05/2023 3:39;Mediano
12/05/2023 3:52;Mediano
12/05/2023 3:59;Mediano
12/05/2023 4:14;Mediano
12/05/2023 4:25;Mediano
12/05/2023 4:39;Grande
12/05/2023 4:53;Mediano
12/05/2023 5:07;Peque–o
12/05/2023 5:20;Grande
12/05/2023 5:28;Mediano
12/05/2023 5:39;Grande
12/05/2023 5:48;Grande
12/05/2023 5:56;Mediano
12/05/2023 6:04;Mediano
12/05/2023 6:04;Grande
12/05/2023 6:11;Mediano
12/05/2023 6:22;Grande
12/05/2023 6:35;Grande
12/05/2023 6:37;Mediano
12/05/2023 6:45;Mediano
12/05/2023 6:49;Mediano
12/05/2023 7:03;Mediano
12/05/2023 7:08;Mediano
12/05/2023 7:17;Grande
12/05/2023 7:41;Mediano
12/05/2023 7:46;Grande
12/05/2023 7:58;Mediano
12/05/2023 8:02;Mediano
12/05/2023 8:04;Mediano
12/05/2023 8:09;Mediano
12/05/2023 8:12;Mediano
12/05/2023 8:13;Grande
12/05/2023 8:17;Mediano
12/05/2023 8:25;Mediano
12/05/2023 8:29;Mediano
12/05/2023 8:30;Grande
12/05/2023 8:41;Mediano
12/05/2023 8:54;Mediano
12/05/2023 9:05;Mediano
12/05/2023 9:11;Mediano
12/05/2023 9:15;Mediano
12/05/2023 9:17;Mediano
12/05/2023 9:21;Grande
12/05/2023 9:24;Grande
12/05/2023 9:28;Grande
12/05/2023 9:30;Grande
12/05/2023 9:35;Grande
12/05/2023 9:39;Peque–o
12/05/2023 9:53;Mediano
12/05/2023 9:54;Mediano
12/05/2023 9:59;Grande
12/05/2023 10:02;Grande
12/05/2023 10:08;Mediano
12/05/2023 10:17;Mediano
12/05/2023 10:19;Grande
12/05/2023 10:26;Mediano
12/05/2023 10:30;Mediano
12/05/2023 10:31;Mediano
12/05/2023 10:42;Mediano
12/05/2023 10:53;Grande
12/05/2023 10:55;Grande
12/05/2023 10:55;Mediano
12/05/2023 11:02;Grande
12/05/2023 11:06;Mediano
12/05/2023 11:10;Mediano
12/05/2023 11:14;Grande
12/05/2023 11:18;Grande
12/05/2023 11:21;Mediano
12/05/2023 11:24;Mediano
12/05/2023 11:28;Grande
12/05/2023 11:32;Mediano
12/05/2023 11:35;Mediano
12/05/2023 11:38;Mediano
12/05/2023 11:43;Mediano
12/05/2023 11:47;Mediano
12/05/2023 11:51;Mediano
12/05/2023 11:55;Mediano
12/05/2023 11:58;Mediano
12/05/2023 12:02;Mediano
12/05/2023 12:05;Mediano
12/05/2023 12:09;Grande
12/05/2023 12:13;Mediano
12/05/2023 12:17;Peque–o
12/05/2023 12:21;Peque–o
12/05/2023 12:24;Mediano
12/05/2023 12:27;Mediano
12/05/2023 12:30;Grande
12/05/2023 12:34;Mediano
12/05/2023 12:38;Peque–o
12/05/2023 12:42;Mediano
12/05/2023 12:46;Grande
12/05/2023 12:49;Grande
12/05/2023 12:53;Mediano
12/05/2023 12:57;Grande
12/05/2023 13:00;Mediano
12/05/2023 13:04;Mediano
12/05/2023 13:08;Mediano
12/05/2023 13:11;Peque–o
12/05/2023 13:15;Grande
12/05/2023 13:19;Mediano
12/05/2023 13:23;Mediano
12/05/2023 13:27;Mediano
12/05/2023 13:30;Mediano
12/05/2023 13:34;Grande
12/05/2023 13:38;Grande
12/05/2023 13:42;Peque–o
12/05/2023 13:46;Grande
12/05/2023 13:49;Grande
12/05/2023 13:53;Grande
12/05/2023 13:58;Mediano
12/05/2023 14:02;Mediano
12/05/2023 14:05;Grande
12/05/2023 14:09;Mediano
12/05/2023 14:13;Grande
12/05/2023 14:16;Grande
12/05/2023 14:19;Mediano
12/05/2023 14:24;Mediano
12/05/2023 14:27;Peque–o
12/05/2023 14:31;Mediano
12/05/2023 14:35;Mediano
12/05/2023 14:38;Mediano
12/05/2023 14:42;Mediano
12/05/2023 14:45;Mediano
12/05/2023 14:49;Mediano
12/05/2023 14:52;Mediano
12/05/2023 14:56;Peque–o
12/05/2023 14:59;Mediano
12/05/2023 15:03;Peque–o
12/05/2023 15:18;Mediano
12/05/2023 15:25;Mediano
12/05/2023 15:29;Grande
12/05/2023 15:30;Grande
12/05/2023 15:50;Grande
12/05/2023 15:55;Mediano
12/05/2023 16:00;Mediano
12/05/2023 16:02;Mediano
12/05/2023 16:07;Mediano
12/05/2023 16:15;Grande
12/05/2023 16:15;Mediano
12/05/2023 16:27;Mediano
12/05/2023 16:29;Mediano
12/05/2023 16:30;Peque–o
12/05/2023 16:30;Grande
12/05/2023 16:38;Mediano
12/05/2023 16:38;Mediano
12/05/2023 16:59;Grande
12/05/2023 17:01;Mediano
12/05/2023 17:03;Grande
12/05/2023 17:06;Mediano
12/05/2023 17:10;Mediano
12/05/2023 17:22;Grande
12/05/2023 17:22;Peque–o
12/05/2023 17:34;Mediano
12/05/2023 17:48;Mediano
12/05/2023 17:53;Grande
12/05/2023 17:54;Grande
12/05/2023 17:55;Mediano
12/05/2023 18:00;Mediano
12/05/2023 18:04;Mediano
12/05/2023 18:06;Mediano
12/05/2023 18:11;Mediano
12/05/2023 18:34;Mediano
12/05/2023 18:40;Grande
12/05/2023 18:47;Mediano
12/05/2023 18:52;Mediano
12/05/2023 18:56;Grande
12/05/2023 19:20;Mediano
12/05/2023 19:23;Grande
12/05/2023 19:25;Grande
12/05/2023 19:26;Grande
12/05/2023 19:32;Mediano
12/05/2023 19:40;Peque–o
12/05/2023 19:43;Peque–o
12/05/2023 19:45;Mediano
12/05/2023 19:52;Grande
12/05/2023 19:55;Grande
12/05/2023 19:58;Mediano
12/05/2023 20:11;Mediano
12/05/2023 20:12;Mediano
12/05/2023 20:15;Mediano
12/05/2023 20:27;Grande
12/05/2023 20:32;Grande
12/05/2023 20:46;Mediano
12/05/2023 20:52;Mediano
12/05/2023 21:03;Mediano
12/05/2023 21:14;Mediano
12/05/2023 21:22;Peque–o
12/05/2023 21:36;Grande
12/05/2023 21:50;Mediano
12/05/2023 22:02;Mediano
12/05/2023 22:16;Mediano
12/05/2023 22:30;Grande
12/05/2023 22:40;Mediano
12/05/2023 22:50;Mediano
12/05/2023 22:58;Grande
12/05/2023 23:12;Mediano
12/05/2023 23:27;Mediano
12/05/2023 23:35;Grande
12/05/2023 23:45;Mediano
12/05/2023 23:57;Mediano
13/05/2023 0:07;Mediano
13/05/2023 0:21;Grande
13/05/2023 0:28;Mediano
13/05/2023 0:43;Mediano
13/05/2023 0:50;Mediano
13/05/2023 1:03;Grande
13/05/2023 1:16;Mediano
13/05/2023 1:26;Peque–o
13/05/2023 1:33;Mediano
13/05/2023 1:43;Mediano
13/05/2023 1:50;Grande
13/05/2023 2:02;Mediano
13/05/2023 2:10;Mediano
13/05/2023 2:18;Grande
13/05/2023 2:29;Mediano
13/05/2023 2:43;Peque–o
13/05/2023 2:51;Mediano
13/05/2023 3:03;Mediano
13/05/2023 3:13;Grande
13/05/2023 3:26;Mediano
13/05/2023 3:40;Mediano
13/05/2023 3:49;Grande
13/05/2023 4:00;Mediano
13/05/2023 4:12;Peque–o
13/05/2023 4:22;Peque–o
13/05/2023 4:37;Grande
13/05/2023 4:45;Mediano
13/05/2023 4:57;Mediano
13/05/2023 5:11;Grande
13/05/2023 5:19;Mediano
13/05/2023 5:32;Grande
13/05/2023 5:44;Mediano
13/05/2023 5:57;Mediano
13/05/2023 6:11;Mediano
13/05/2023 6:21;Mediano
13/05/2023 6:22;Grande
13/05/2023 6:22;Peque–o
13/05/2023 6:23;Peque–o
13/05/2023 6:30;Mediano
13/05/2023 6:32;Grande
13/05/2023 6:50;Mediano
13/05/2023 6:58;Mediano
13/05/2023 7:44;Mediano
13/05/2023 7:45;Mediano
13/05/2023 7:49;Mediano
13/05/2023 7:55;Mediano
13/05/2023 8:12;Mediano
13/05/2023 8:14;Grande
13/05/2023 8:25;Grande
13/05/2023 8:33;Grande
13/05/2023 8:50;Mediano
13/05/2023 9:00;Mediano
13/05/2023 9:11;Mediano
